წყარო,სათაური,ავტორი,აბსოლუტური ლინკი,ISBN,ფასი,ყდა
პალიტრა L,ვერბალური ნაწილი (თებერვალი),ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2139&lang=ka-GE,978-9941-24-546-6,8,https://www.palitral.ge//pictures/image17/addbb63ed73403de53354f7c963655be.png
პალიტრა L,მათემატიკური ნაწილი (თებერვალი),ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2138&lang=ka-GE,978-9941-24-576-3,8,https://www.palitral.ge//pictures/image17/5dc76c6e2be395ecaf530e8299cb6ff9.png
პალიტრა L,დონ კიხოტი წიგნი II,სერვანტესი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2136&lang=ka-GE,None,9.99,https://www.palitral.ge//pictures/image17/1450b577dba70e4987b7979c19226d74.png
პალიტრა L,დონ კიხოტი წიგნი III,სერვანტესი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2135&lang=ka-GE,None,9.99,https://www.palitral.ge//pictures/image17/2d935024b58921b496c7c7256695d4bc.png
პალიტრა L,ძოწის სამაჯური,ალექსანდრე კუპრინი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2133&lang=ka-GE,978-9941-24-648-7,2,https://www.palitral.ge//pictures/image17/0ae3ebd018392b42ee8b8bada54d5748.png
პალიტრა L,ერთადერთი,კირა კასი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2113&lang=ka-GE,978-9941-24-624-1,12.99,https://www.palitral.ge//pictures/image17/1438faa3b23d5ecb48930e98d9fc3430.png
პალიტრა L,ნურასდროს დაბრუნდები,ლი ჩაილდი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1970&lang=ka-GE,9789941243301,13.99,https://www.palitral.ge//pictures/image17/a52f867ca5e14ade1ea152058f5b2a2a.jpg
პალიტრა L,ყველაზე იღბლიანი გოგონა,ჯესიკა ნოლი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2132&lang=ka-GE,ISBN 978-9941-24-492-6,12.99,https://www.palitral.ge//pictures/image17/dd833355db9455ccd93eb1f2beb35b4a.jpg
პალიტრა L,ქრისტინი,სტივენ კინგი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1938&lang=ka-GE,978-9941-24-211-3,14.99,https://www.palitral.ge//pictures/image17/9a04bdf7eadd786c5968b5b5b88fa0d2.jpg
პალიტრა L,კონკიას მკვლელობა,მერი ჰიგინს კლარკი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1945&lang=ka-GE,9789941241864,13.99,https://www.palitral.ge//pictures/image17/b6dedcee0cab6fc8f57b823328de5531.jpg
პალიტრა L,სიკომოროთა მწკრივი,ჯონ გრიშემი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1968&lang=ka-GE,9789941242564,17.99,https://www.palitral.ge//pictures/image17/6bdbb77609dd6eeba098f18213ca9fcc.jpg
პალიტრა L,მდუმარე ცოლი,ა.ს.ა. ჰარისონი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1969&lang=ka-GE,9789941243059,11.99,https://www.palitral.ge//pictures/image17/2790799abde082c952b9619a6b909742.jpg
პალიტრა L,სიზმართმჭერი,სტივენ კინგი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1971&lang=ka-GE,9789941243554,17.99,https://www.palitral.ge//pictures/image17/5b0cbf337ff87f1ef003c732a7471f8b.jpg
პალიტრა L,გაუხსნელი საქმეები,ქეით ატკინსონი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1933&lang=ka-GE,9789941243974,12.99,https://www.palitral.ge//pictures/image17/a6286741354494db68b436c1371a32f0.jpg
პალიტრა L,უღრან ტყეში,ტანა ფრენჩი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1964&lang=ka-GE,9789941244070,14.99,https://www.palitral.ge//pictures/image17/0b4afa72ba0619808b7f7747f88e09cb.jpg
პალიტრა L,ეშმაკეულნი,მიხაილ ბულგაკოვი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2131&lang=ka-GE,978-9941-24-621-0,2,https://www.palitral.ge//pictures/image17/c9ae8793189a62dd8c1c4e4498a84c5d.jpg
პალიტრა L,უცხო სამყაროს ფერი,ჰოვარდ ლავკრაფტი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2112&lang=ka-GE,978-9941-24-620-3,2,https://www.palitral.ge//pictures/image17/97fc6c1d115cca17d586f5c3ac046dee.png
პალიტრა L,ბალადა მოქნილ ტყვიაზე,სტივენ კინგი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2087&lang=ka-GE,978-9941-24-601-2,2,https://www.palitral.ge//pictures/image17/eb0de8dcbb7279bfcc9b2f0d008bd4fd.jpg
პალიტრა L,მარიო და ჯადოქარი,თომას მანი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2085&lang=ka-GE,978-9941-24-571-8,2,https://www.palitral.ge//pictures/image17/2836ebe52cb4e161a5b44ea2e8c6046b.jpg
პალიტრა L,მუსუსი,მიხეილ ჯავახიშვილი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2081&lang=ka-GE,978-9941-24-570-1,2,https://www.palitral.ge//pictures/image17/2378993b95b69c10745a4039c089f0e0.jpg
პალიტრა L,რაინდები,ნიკო ლორთქიფანიძე,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2092&lang=ka-GE,978-9941-24-610-4,2,https://www.palitral.ge//pictures/image17/6eeb6d430c2692b80957a37cc92851e3.jpg
პალიტრა L,სუსტი გული,ფიოდორ დოსტოევსკი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2027&lang=ka-GE,9789941245121,2,https://www.palitral.ge//pictures/image17/366da32fb701f68c8d139a82cbdbd629.jpg
პალიტრა L,უცნობი ქალის წერილები,შტეფან ცვაიგი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2026&lang=ka-GE,9789941245039,2,https://www.palitral.ge//pictures/image17/279e70b27debf0fc197544f9b1ca4f05.jpg
პალიტრა L,წერილი უკაცრიელი კუნძულიდან,ჩარლზ დიკენსი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2028&lang=ka-GE,9789941245190,2,https://www.palitral.ge//pictures/image17/8bc3d6084d76a12779f3008eecc57b5c.jpg
პალიტრა L,ბენჯამინ ბატონის უცნაური ამბავი,ფრენსის სკოტ ფიცჯერალდი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2040&lang=ka-GE,9789941245213,2,https://www.palitral.ge//pictures/image17/970368f99e657e994d4a82501466398a.jpg
პალიტრა L,დიდებული საჩუქარი,ვაჟა-ფშაველა,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2041&lang=ka-GE,9789941245275,2,https://www.palitral.ge//pictures/image17/6424bb4c0d34dc96a2b58b66d6a2d60c.jpg
პალიტრა L,თამაში,ჯეკ ლონდონი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2042&lang=ka-GE,9789941245367,2,https://www.palitral.ge//pictures/image17/c4b0f16b61d04410b85337b257873ada.jpg
პალიტრა L,კავკასიის ტყვე,ლევ ტოლსტოი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2043&lang=ka-GE,9789941245251,2,https://www.palitral.ge//pictures/image17/8fa5cc85cdb0321cbc8bd12250ae0861.jpg
პალიტრა L,კაცია-ადამიანი?! (X+ კლასიდან),ილია ჭავჭავაძე,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2130&lang=ka-GE,978-9941-24-548-0,5.99,https://www.palitral.ge//pictures/image17/1d89c3b57c24fbf670f08ee87a8a6fa6.jpg
პალიტრა L,ჯაყოს ხიზნები (X+ კლასიდან),მიხეილ ჯავახიშვილი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2039&lang=ka-GE,9789941245299,7.99,https://www.palitral.ge//pictures/image17/473488a3302727aca407e4f55b47652a.jpg
პალიტრა L,სამანიშვილის დედინაცვალი (X+კლასიდან),დავით კლდიაშვილი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2129&lang=ka-GE,978-9941-24-529-9,7.99,https://www.palitral.ge//pictures/image17/a2fe1ed66d9b847bc120872a53c0695b.jpg
პალიტრა L,თეთრი ბაირაღები ( VIII-IX კლასიდან),ნოდარ დუმბაძე,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2038&lang=ka-GE,9789941245282,7.99,https://www.palitral.ge//pictures/image17/12cea2a9232c25a6cbd20fa498c94519.jpg
პალიტრა L,მოთხრობები (VIII-IX კლასიდან),ო'ჰენრი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2125&lang=ka-GE,978-9941-24-591-6,9.95,https://www.palitral.ge//pictures/image17/00a7366cb910438c1c00ecb5b62c796c.jpg
პალიტრა L,ბასკერვილების ძაღლი (VIII-IX კლასიდან),ართურ კონან დოილი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2124&lang=ka-GE,978-9941-24-625-8,7.99,https://www.palitral.ge//pictures/image17/134638453a66d1bd3bcf1885f7dc7af4.jpg
პალიტრა L,ტომ სოიერის თავგადასავალი (VI-VIIკლასიდან),მარკ ტვენი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2123&lang=ka-GE,978-9941-24-592-3,8.99,https://www.palitral.ge//pictures/image17/1ef22314bfbb0ffc3bcbf2c98c4d4e87.jpg
პალიტრა L,"მე, ბებია, ილიკო და ილარიონი (VI-VII კლასიდან)",ნოდარ დუმბაძე,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2122&lang=ka-GE,978-9941-24-606-7,8.99,https://www.palitral.ge//pictures/image17/0900c7612d09d0a745d76b8dbc298c1a.jpg
პალიტრა L,ბიძია ტომის ქოხი ( VI-VII კლასიდან),ჰარიეტ ბიჩერ სტოუ,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2121&lang=ka-GE,978-9941-24-592-3,8.99,https://www.palitral.ge//pictures/image17/6692db076520c782881c9d5de72a4aca.jpg
პალიტრა L,მოთხრობები( IV-V კლასიდან),გოდერძი ჩოხელი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2036&lang=ka-GE,9789941244780,8.99,https://www.palitral.ge//pictures/image17/3802fc9b4cb0358757defcf13c7c4759.jpg
პალიტრა L,ზღაპრები ( II- III კლასიდან),ძმები გრიმები,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2119&lang=ka-GE,978-9941-24-626-5,6.95,https://www.palitral.ge//pictures/image17/52f0e6d4c206d1063a646d103d2ccd86.jpg
პალიტრა L,თოვლის დედოფალი ( II- III კლასიდან),ჰანს კრისტიან ანდერსენი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2120&lang=ka-GE,978-9941-24-477-3,6.95,https://www.palitral.ge//pictures/image17/bafac816e6369847975636a4d20d52ea.jpg
პალიტრა L,თოვლის გუნდას ამბები ( I კლასიდან),ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2118&lang=ka-GE,978-9941-24-505-3,5.99,https://www.palitral.ge//pictures/image17/5c1e608278433c9f945e2545efa00d9f.jpg
პალიტრა L,ქართული ხალხური ზღაპრები ( I კლასიდან),ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2117&lang=ka-GE,978-9941-24-593-0,5.99,https://www.palitral.ge//pictures/image17/e02d4b3cabf27d2fb4ae31cc25f4d089.jpg
პალიტრა L,მოთხრობები ( I კლასიდან),იაკობ გოგებაშვილი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2116&lang=ka-GE,978-9941-24-550-3,5.99,https://www.palitral.ge//pictures/image17/db2a52bd457f122e94aa2398dc430f6d.jpg
პალიტრა L,ლექსები ( I კლასიდან),ნოდარ დუმბაძე,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2034&lang=ka-GE,9789941245503,5.99,https://www.palitral.ge//pictures/image17/18e9a2ea506fd24bc3dfe574ba24f7fa.jpg
პალიტრა L,"მფრინავი ბაბუა, ჯეკი და მათი თავგადასავალი",დევიდ უოლიამსი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2115&lang=ka-GE,978-9941-24-636-4,11.99,https://www.palitral.ge//pictures/image17/344b6a1deed30f8d485dc83dc66854fe.png
პალიტრა L,ნანადირევი,მეგი სტივოთერი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2094&lang=ka-GE,978-9941-24-618-0,11.99,https://www.palitral.ge//pictures/image17/9b43bcc4f99e35a16bbca31c99db4e1c.png
პალიტრა L,თავისუფლებისთვის დაბადებულნი,ბრენდონ მული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2111&lang=ka-GE,978-9941-24-184-0,11.99,https://www.palitral.ge//pictures/image17/6dc8b33d38adc31cf1121876372db747.png
პალიტრა L,"შერლოკი, ლუპენი და მე - ოპერის ბოლო აქტი",ირენ ადლერი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2110&lang=ka-GE,978-9941-24-421-6,10,https://www.palitral.ge//pictures/image17/0636d22290f2d309662642835b542633.png
პალიტრა L,"შერლოკი, ლუპენი და მე – დაკარგული პიკის ქალი",ირენ ადლერი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2109&lang=ka-GE,978-9941-24-283-0,9.95,https://www.palitral.ge//pictures/image17/42e91e0c824df3bd76c8d6b490ec4d95.png
პალიტრა L,სატვირთოს გამტაცებლები,ტერი პრეტჩეტი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2108&lang=ka-GE,978-9941-24-112-3,11.99,https://www.palitral.ge//pictures/image17/60fcd729f01942299bb74ea696ee81e2.png
პალიტრა L,საოცნებო მშობლები,დევიდ ბედიელი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2107&lang=ka-GE,978-9941-24-159-8,11.99,https://www.palitral.ge//pictures/image17/8a5de452c0fc415c128a189a9aaa9560.png
პალიტრა L,ოცნება თამაშგარე მდგომარეობაში,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2106&lang=ka-GE,978-9941-24-602-9,9.95,https://www.palitral.ge//pictures/image17/22d046bdcd96672a28ed7a861fb113ce.png
პალიტრა L,გლადიატორების სკოლა,დენ სკოტი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2105&lang=ka-GE,978-9941-24-212-0,11.99,https://www.palitral.ge//pictures/image17/f79cfeb833bbb1573ba2ee472e105336.png
პალიტრა L,ადამიანი-კონტროლერი,დევიდ ბედიელი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2098&lang=ka-GE,978-9941-24-501-5,11.99,https://www.palitral.ge//pictures/image17/262f5a68a5dbb9439e0ce9e9f7c4c002.png
პალიტრა L,პრინცესების აკადემია,შენონ ჰეილი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2097&lang=ka-GE,978-9941-24-332-5,11.99,https://www.palitral.ge//pictures/image17/6bec7786f5fb84a096ddc8db8eb01a76.png
პალიტრა L,საძაგელი მამიდა,დევიდ უოლიამსი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2096&lang=ka-GE,978-9941-24-403-2,11.99,https://www.palitral.ge//pictures/image17/212b45d21c74af0c638295b77b511b27.png
პალიტრა L,"ერთ ბნელ, ბნელ ტყეში",რუთ უეარი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2095&lang=ka-GE,978-9941-24-613-5,11.99,https://www.palitral.ge//pictures/image17/7c289940e8f774c14a90e52e567c439c.jpg
პალიტრა L,ყველაზე ცისფერი თვალი,ტონი მორისონი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2078&lang=ka-GE,978-9941-24-583-1,11.99,https://www.palitral.ge//pictures/image17/d02e82c84b7b6d902cc562e0aa4bfed5.jpg
პალიტრა L,გამარჯვებული,მერი ლუ,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2093&lang=ka-GE,978-9941-24-603-6,11.99,https://www.palitral.ge//pictures/image17/60a8cccc46de5f991d68c2ab964a7795.jpg
პალიტრა L,ქვაბული,ანდრეი პლატონოვი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2084&lang=ka-GE,978-9941-24-561-9,8.99,https://www.palitral.ge//pictures/image17/a02eb2433382cd3f9b70da61595ec841.jpg
პალიტრა L,ქართლის ჭირი,გურამ გეგეშიძე,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2091&lang=ka-GE,978-9941-24-611-1,18.99,https://www.palitral.ge//pictures/image17/437bcf586fbc8732ceafa658eeebd35a.jpg
პალიტრა L,დევნილი,გურამ გეგეშიძე,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2090&lang=ka-GE,978-9941-24-533-6,18.99,https://www.palitral.ge//pictures/image17/956d0c629940fa36c893bc092c58cba8.jpg
პალიტრა L,ცოდვილი/სტუმარი,გურამ გეგეშიძე,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2089&lang=ka-GE,978-9941-24-432-2,14.99,https://www.palitral.ge//pictures/image17/03ecf07c017f8f56b392561f8c934a27.jpg
პალიტრა L,ბრენდინგი მარტივად,ბრაიან თრეისი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2088&lang=ka-GE,978-9941-24-612-8,14.99,https://www.palitral.ge//pictures/image17/3dda1cee9109f2a03f93258be975ab82.jpg
პალიტრა L,ძველი ეგვიპტე (წიგნი + სამაგიდო თამაში),ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=790&lang=ka-GE,978-9941-19-662-1,15.99,https://www.palitral.ge//pictures/image17/c39e667410322ae3015459072de16b09.jpg
პალიტრა L,შიკრიკი,ლუის ლოური,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1908&lang=ka-GE,9789941243318,9.95,https://www.palitral.ge//pictures/image17/1419676c7dc6294f6c8074ecbafed1eb.jpg
პალიტრა L,გამღები,ლუის ლოური,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1708&lang=ka-GE,9789941210334,9.95,https://www.palitral.ge//pictures/image17/ee6ad7b856957dba335fb03ae42764d9.jpg
პალიტრა L,ლაბირინთში მორბენალი,ჯეიმზ დაშნერი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1610&lang=ka-GE,9789941216558,11.99,https://www.palitral.ge//pictures/image17/1cb557bba01868ede8ea332a030ab62a.jpg
პალიტრა L,წიგნის ქურდი,მარკუს ზუზაკი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1693&lang=ka-GE,9789941210297,13.99,https://www.palitral.ge//pictures/image17/42d96097bc2da1a14d6a10fce32a83fe.jpg
პალიტრა L,უსასრულო ზღვა,რიკ იანსი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1906&lang=ka-GE,9789941243080,12.99,https://www.palitral.ge//pictures/image17/4755e6ef307dd4d5e4804512029fd878.jpg
პალიტრა L,სიკვდილით განკურნება,ჯეიმზ დაშნერი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1789&lang=ka-GE,9789941240652,11.99,https://www.palitral.ge//pictures/image17/ffc9320dc59820c6dadc62994a3d7d86.jpg
პალიტრა L,საყვარელი ძვლები,ელის სიბოლდი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1743&lang=ka-GE,978-9941-24-009-6,11.99,https://www.palitral.ge//pictures/image17/f56eb442703c541eddf340802e9e30a0.jpg
პალიტრა L,გენიოსი,მერი ლუ,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1891&lang=ka-GE,9789941242144,11.99,https://www.palitral.ge//pictures/image17/288efb4f9585d109e749a403756557a9.jpg
პალიტრა L,"პირველი მოთამაშე, მოემზადე!",ერნესტ კლაინი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1869&lang=ka-GE,9789941241802,13.99,https://www.palitral.ge//pictures/image17/f2e12f9f117bf800fbf055b034306f1c.jpg
პალიტრა L,ნაქსოვი ქუჩების ქალაქი,ემი იტერანტა,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1927&lang=ka-GE,9789941243509,11.99,https://www.palitral.ge//pictures/image17/163a2ec16e10452ad5627966ef7ca529.jpg
პალიტრა L,"მე, ერლი და მომაკვდავი გოგონა",ჯესი ენდრიუსი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1939&lang=ka-GE,9789941242656,11.99,https://www.palitral.ge//pictures/image17/0a12adc3f90fec56032d3ac9153c09d0.jpg
პალიტრა L,ნაპერწკალი ფერფლში,საბა ტაჰირი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1951&lang=ka-GE,9789941244063,13.99,https://www.palitral.ge//pictures/image17/0df0449c90590e7680e37d0f9ef6ef1f.jpg
პალიტრა L,ლურჯის ძიება,ლუის ლოური,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1804&lang=ka-GE,9789941240980,9.95,https://www.palitral.ge//pictures/image17/bfb61b85fbfce2906c778cbe6654e40b.jpg
პალიტრა L,ლეგენდა,მერი ლუ,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1813&lang=ka-GE,9789941241116,11.99,https://www.palitral.ge//pictures/image17/651dd3c0666f3b92dfb14b1f7a1ca51c.jpg
პალიტრა L,ელიტა,კირა კასი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1928&lang=ka-GE,9789941243561,12.99,https://www.palitral.ge//pictures/image17/0df81056441cc9d4d78f738d3bcc181b.jpg
პალიტრა L,ონლაინგოგო,ზოი საგი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1798&lang=ka-GE,9789941240843,12.99,https://www.palitral.ge//pictures/image17/8ea125b720622057a500dc20d9cc9d16.jpg
პალიტრა L,ონლაინგოგო- საგასტროლო ტურნე,ზოი საგი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1894&lang=ka-GE,9789941242861,12.99,https://www.palitral.ge//pictures/image17/51661481c24f7bc4e0e2fb395ed03b34.jpg
პალიტრა L,გიკი გოგო - ყველაფერი რაც ბრწყინავს,ჰოლი სმეილი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2013&lang=ka-GE,9789941245268,11.99,https://www.palitral.ge//pictures/image17/37d7e5288dbe0e4a48c049337b1f0779.jpg
პალიტრა L,გიკი გოგო - მოდელობისთვის შეუფერებელი,ჰოლი სმეილი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1751&lang=ka-GE,9789941240331,11.99,https://www.palitral.ge//pictures/image17/e0ecd9608d533e39f73e95ea0f011fd4.jpg
პალიტრა L,ფანგოგო,რეინბოუ რაუელი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1950&lang=ka-GE,9789941243776,13.99,https://www.palitral.ge//pictures/image17/b1a78eab4e326d0b5bb0fdab3394235a.jpg
პალიტრა L,დელირიუმი,ლორენ ოლივერი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1762&lang=ka-GE,9789941240386,12.99,https://www.palitral.ge//pictures/image17/9239387e35b96ef01f99ec9eeb282eeb.jpg
პალიტრა L,სინდერი - მთვარის ქრონიკა,მერისა მეიერი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1895&lang=ka-GE,9789941243042,12.99,https://www.palitral.ge//pictures/image17/286805c8e4d093fb8e3414b1a186f9a9.jpg
პალიტრა L,ჩელენჯერის უფსკრული,ნილ შუსტერმანი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1946&lang=ka-GE,9789941243448,13.99,https://www.palitral.ge//pictures/image17/73179c12ac3cd64f1c344509ac8a08cd.jpg
პალიტრა L,მე აქ ვიყავი,გეილ ფორმანი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1767&lang=ka-GE,9789941240652,11.99,https://www.palitral.ge//pictures/image17/3844d42270eb37730d631355ff7ddb36.jpg
პალიტრა L,ცეცხლით გამოცდა,ჯეიმზ დაშნერი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1694&lang=ka-GE,978-9941-21-926-9,11.99,https://www.palitral.ge//pictures/image17/8973e8ca930a11fb5faa819b689a7122.jpg
პალიტრა L,Playlist-ის საიდუმლო,მიშელ ფალკოფი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1779&lang=ka-GE,9789941240683,11.99,https://www.palitral.ge//pictures/image17/2d6b88b42646d364e7b099eab1e5cf21.jpg
პალიტრა L,წყლის საიდუმლო,ემი იტერანტა,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1949&lang=ka-GE,9789941210358,9.95,https://www.palitral.ge//pictures/image17/6578523d7880af0edb4243b2ee0abeb5.jpg
პალიტრა L,გიკი გოგო-ყველაზე ფოტოგენური,ჰოლი სმეილი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=1948&lang=ka-GE,None,11.99,https://www.palitral.ge//pictures/image17/453c264cae90bb6fcfbb25243e82bc48.jpg
პალიტრა L,გაიქეცი,ბეკა ფიცპატრიკი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2086&lang=ka-GE,978-9941-24-572-5,11.99,https://www.palitral.ge//pictures/image17/7fc578da76344080304abce4e7afe991.jpg
პალიტრა L,ფინანსისტი წიგნი 1,თეოდორ დრაიზერი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2083&lang=ka-GE,None,9.99,https://www.palitral.ge//pictures/image17/bf5d9081590d2ea341c9fec7f5cf2d4d.jpg
პალიტრა L,ჯენი გერჰარდტი - ტომი 1,თეოდორ დრაიზერი,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2082&lang=ka-GE,None,9.99,https://www.palitral.ge//pictures/image17/92ef8930258cb84a64d3a40a454b6ed6.jpg
პალიტრა L,სტიკერების ალბომი,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2077&lang=ka-GE,978-9941-24-567-1,3,https://www.palitral.ge//pictures/image17/eea0caef5ea2afe5fe7689069c534a07.jpg
პალიტრა L,თოვლის კაცი,იუ ნესბო,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2076&lang=ka-GE,978-9941-24-549-7,13.99,https://www.palitral.ge//pictures/image17/5d93f7724b22d00c6b018e2d815e468d.jpg
პალიტრა L,საქართველო და რუსეთის იმპერია,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2073&lang=ka-GE,9789941245091,12.99,https://www.palitral.ge//pictures/image17/8d14b5df11e6e7bf0761fb4d8fcc44b1.png
პალიტრა L,ალექსანდრე I დიდი,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2072&lang=ka-GE,9789941244728,12.99,https://www.palitral.ge//pictures/image17/5d8d23742944b676fa370721d6a6c3ae.png
პალიტრა L,ლიდერობის ხელოვნება,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2071&lang=ka-GE,9789941244452,13.99,https://www.palitral.ge//pictures/image17/e99923ef63199ad64feb1a60cb712050.jpg
პალიტრა L,"ილია II, სრულიად საქართველოს კათოლიკოს-პატრიარქი",ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2030&lang=ka-GE,9789941245107,29.99,https://www.palitral.ge//pictures/image17/8e9750ce0c5724f6b4ebe435430ad639.jpg
პალიტრა L,"ილია II, სრულიად საქართველოს კათოლიკოს-პატრიარქი",ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=2003&lang=ka-GE,9789941244681,29.99,https://www.palitral.ge//pictures/image17/834c0ceaf0a9ca68a1ba67b774fbf827.jpg
პალიტრა L,101 დალმატინელი,ავტორი არ არის მითითებული,https://www.palitral.ge//tsigni.html?view=item&id=&bookid=142&lang=ka-GE,9789941195723,7.99,https://www.palitral.ge//pictures/image17/ed3b1c850438e5f991977d82e50fba2d.jpg
